16, 48, 41, 64, 86, 7, 40, 66, 85, 40
43, 83, 78, 73, 76, 45, 40, 33, 37, 62
18, 16, 92, 65, 62, 40, 46, 62, 35, 10
17, 22, 5, 48, 54, 92, 15, 37, 34, 91
8, 87, 91, 84, 52, 17, 94, 60, 4, 2
34, 15, 97, 40, 55, 34, 41, 48, 74, 19
20, 73, 5, 95, 40, 38, 14, 92, 60, 78
78, 79, 42, 64, 22, 71, 79, 77, 66, 6
69, 0, 85, 28, 69, 32, 99, 5, 90, 75
25, 91, 7, 45, 27, 39, 48, 67, 70, 29
48, 76, 67, 67, 32, 30, 58, 30, 8, 96
49, 62, 6, 30, 32, 12, 17, 59, 21, 8
56, 26, 64, 12, 49, 27, 71, 60, 94, 80
81, 49, 96, 86, 68, 54, 95, 58, 86, 78
23, 92, 36, 19, 67, 55, 42, 12, 54, 99
23, 77, 75, 33, 22, 21, 29, 19, 22, 13
4, 48, 46, 24, 12, 37, 71, 37, 50, 70
34, 15, 86, 83, 95, 92, 72, 48, 59, 72
19, 52, 57, 92, 89, 22, 92, 97, 7, 55
75, 92, 3, 68, 53, 74, 81, 34, 61, 94
49, 49, 0, 30, 31, 91, 72, 0, 15, 85
38, 30, 9, 6, 34, 99, 9, 46, 11, 73
32, 6, 53, 6, 82, 2, 32, 13, 17, 59
89, 43, 20, 92, 77, 57, 3, 77, 80, 87
62, 12, 0, 93, 9, 95, 41, 38, 4, 19
74, 41, 36, 11, 96, 26, 60, 70, 90, 78
97, 12, 85, 43, 13, 64, 99, 87, 98, 54
79, 42, 45, 43, 29, 31, 17, 30, 71, 41
47, 19, 1, 81, 19, 64, 28, 71, 4, 22
56, 6, 52, 70, 45, 8, 14, 85, 44, 89
94, 2, 76, 86, 18, 92, 66, 59, 34, 89
35, 22, 46, 63, 32, 48, 73, 31, 44, 57
96, 36, 10, 10, 55, 17, 11, 74, 37, 14
61, 41, 26, 49, 56, 36, 74, 57, 17, 9
62, 24, 48, 61, 1, 39, 14, 35, 83, 66
78, 91, 6, 71, 38, 64, 34, 28, 37, 45
92, 61, 45, 14, 54, 55, 26, 29, 29, 74
2, 22, 1, 47, 96, 51, 35, 13, 43, 64
56, 22, 90, 79, 59, 8, 50, 12, 69, 75
31, 62, 25, 86, 28, 22, 81, 58, 5, 42
58, 14, 13, 73, 0, 50, 14, 50, 0, 40
49, 73, 5, 5, 78, 61, 45, 10, 30, 77
94, 28, 10, 59, 75, 73, 63, 80, 13, 74
94, 33, 91, 19, 33, 44, 1, 7, 72, 95
